"CN","GDP","FDINI","NFA","GDPg","GDPpcg","GCaFg","Ind1","ind2","Ser","ExGSgp","ADRold","ADRyoun","PPg","PPf","PPm","PP1519f","PP1519m","PP2024f","PP2024m","PP2529m","PP2529f","PP65above","PP65afnum","PP65af","PP1564m","PP1564f","Lab1524f","Lab1524m","Lab1524tot","Labf","Labtot","RFtoMlabpartcp"
"Tunisia",4.63e+10,1.06e+09,-3.64e+09,2.875523842,1.681036443,5.89673946,-0.461858818,1.681162747,4.620281409,6.658273414,10.79006823,33.89804904,1.1678931,50.53678949,49.46321051,7.600129707,8.113774296,8.739608419,9.04998114,9.257500934,9.31360546,7.457466745,447382,8.037180191,68.9073457,69.31669543,22.67300034,47.0359993,35.02399826,26.95462048,4005573,35.37918979
"Uganda",2.46e+10,1.096e+09,-1.13e+09,3.586905826,0.147417013,9.949050899,2.142531434,-2.47572082,5.432633108,6.948172553,4.493756707,99.34723617,3.376765961,50.29604915,49.70395085,11.04009558,11.23772668,9.078939517,9.19503744,7.404222121,7.34614486,2.204540237,471553,2.496568861,48.6752859,49.43586797,51.9109993,57.98300171,54.95299911,47.6154348,13664315,87.49275171
"Ukraine",1.83e+11,4.509e+09,-1.7218e+10,-0.026729649,0.201173611,-12.35096993,-7.60242599,-9.913012087,2.204026633,-8.061188609,22.58365595,20.96544356,-0.22770475,53.82692623,46.17307377,4.65633904,5.682392982,6.241674969,7.615652507,9.082859596,7.477219057,15.7323562,4736171,19.34263841,72.20680929,67.47816699,33.99499893,44.3429985,39.28699875,47.65290258,21571857,75.31110158
"Uzbekistan",5.77e+10,628866000,,8.000000001,6.326248546,9.800000002,8.018541015,9.060000026,8.965201501,8.334392252,6.300459515,41.96479504,1.561904333,50.20874266,49.79125734,9.695437389,10.25028425,10.47197575,10.96573573,9.728641575,9.585648278,4.249451378,737043,4.853842417,67.18297501,67.70816823,36.54800034,56.9469986,46.96300125,41.82407198,14075870,69.58571859
"Vanuatu",8.02e+08,59400000,-1.21e+08,1.96914608,-0.309572818,16.99286509,9.768700787,-6.225014278,-0.016532114,4.159163319,6.877990431,63.23517553,2.260062199,49.31463018,50.68536982,9.734137569,9.85823286,9.380882577,8.407048609,8.60111138,8.967550205,4.043185248,5114,4.096476261,57.76212113,59.83787118,50.80599976,61.16799927,55.93999863,43.75965773,111957,77.24075242
"Vietnam",1.71e+11,8.9e+09,837180000,5.421882991,4.21688206,5.449939217,5.084265561,7.215062025,6.718064445,17.37402956,9.336424225,32.90568333,1.149610094,50.56443371,49.43556629,8.141370555,8.767063923,9.573015685,10.14334454,9.412713687,9.059691511,6.563755547,3782501,8.175674878,70.73032443,69.88453508,57.00799942,63.65599823,60.40299988,48.36061975,54961593,88.72787928
"WestBankandGaza",1.2476e+10,1.9e+08,-1.59e+09,2.217422213,-7.094682227,4.141933059,6.117609803,4.287798855,1.726705762,3.332300062,5.130986802,72.81159111,2.984616054,49.28366736,50.71633264,11.70604717,11.84165921,10.12089924,10.21289957,7.95093935,7.910572065,2.883516768,63100,3.070741501,56.09441598,56.30437341,8.69699955,48.8409996,29.1609993,19.81218664,1064461,25.17734094
"YemenRep",4.04e+10,-1.34e+08,-8.14e+08,4.823414981,2.092396931,-2.383228401,6.980024755,4,3.999999932,-5.734101111,5.005144326,73.7867144,2.639891681,49.4670013,50.5329987,11.61657634,11.80210184,10.72847648,10.8497777,8.704647906,8.690939336,2.799425187,382226,3.021109257,55.74067704,56.12529337,5.958000183,46.95000076,26.81299973,9.146363441,5632151,10.14112643
"Zambia",2.8e+10,2099800000,8.7e+07,5.059376378,1.916769715,,2.614671328,6.210772834,7.894247617,,4.919592875,89.40208153,3.036918264,50.4014728,49.5985272,11.04546956,11.26393354,9.212774073,9.345779346,7.865823941,7.786615382,2.531674807,219082,2.868527002,51.11321306,51.80338593,55.54199982,58.33000183,56.93600082,47.55960573,6150625,87.01311463
"Zimbabwe",1.55e+10,373050000,-1.13e+09,5.529787208,3.120642911,68.82550444,4.765833572,-0.601202405,6.602761523,-4.096628183,5.214358915,74.66226473,2.309366306,51.34039602,48.65960398,10.77926465,11.30123789,10.20682638,10.41859061,9.192961592,9.373786638,2.898853008,251840,3.258359411,54.69381253,56.44724709,68.1740036,79.49900055,73.78199768,49.14868827,7310718,87.78042875
