"CN","GDP","FDINI","NFA","GDPg","GDPpcg","GCaFg","Ind1","ind2","Ser","ExGSgp","ADRold","ADRyoun","PPg","PPf","PPm","PP1519f","PP1519m","PP2024f","PP2024m","PP2529m","PP2529f","PP65above","PP65afnum","PP65af","PP1564m","PP1564f","Lab1524f","Lab1524m","Lab1524tot","Labf","Labtot","RFtoMlabpartcp"
"Tunisia",4.58e+10,4.33e+08,-3.1e+09,-1.91717768,-3.024888542,-9.186711131,-5.739982834,-2.71304892,-0.971415889,2.142653637,10.78524466,33.56583745,1.13578848,50.45428269,49.54571731,8.234328608,8.791135831,9.446051779,9.742850884,9.311105643,9.438058591,7.471537105,432750,7.970166621,69.02798054,69.51862035,20.61800003,42.99200058,31.96699905,26.5403945,3877075,34.79293953
"Uganda",2.02e+10,894293858,-1.59e+09,9.391667749,5.718076411,12.97724742,11.29705997,7.793899933,11.70661687,5.487361747,4.604625682,100.9971322,3.415882948,50.32522695,49.67477305,11.03515449,11.24434037,8.994619658,9.118959839,7.39402238,7.320282399,2.239584782,445687,2.523572051,48.23289464,49.03726627,52.26699829,58.44100189,55.35900116,47.49794078,12668625,86.91649211
"Ukraine",1.63e+11,7.207e+09,-9.161e+09,5.465531905,5.845341746,12.87195512,4.352616686,3.288717589,3.15833381,2.668995351,22.42185687,20.46756557,-0.359480081,53.85182751,46.14817249,5.12981534,6.283412964,6.921405522,8.454373038,9.000034708,7.404943621,15.69175405,4755765,19.32171842,72.59476822,67.74462141,36.75999832,46.70500183,41.84899902,47.79634801,21623673,75.74682272
"Uzbekistan",4.59e+10,1635145000,,8.299999999,5.431873862,7.900000002,8.480996659,5.780000002,9.68777404,20.45677208,6.622927435,43.25710989,2.684015505,50.24559806,49.75440194,10.55010495,11.20364479,10.62081117,10.99881475,9.325499031,9.233347921,4.418818295,740708,5.024557865,66.47054406,66.96703517,36.0909996,56.02799988,46.2480011,41.95443461,13434494,69.86739443
"Vanuatu",7.92e+08,61100000,-1e+08,1.223225535,-1.110335353,-15.18506509,-19.41358025,-8.636977058,2.258800913,10.40250717,6.862731112,65.66565853,2.332350175,49.26696159,50.73303841,9.645692419,9.279753561,9.97465635,9.095576491,8.546305049,8.566489317,3.9777402,4748,3.9844917,56.83655507,59.11867877,51.06999969,62.15000153,56.50999832,43.71368174,105491,77.06692123
"Vietnam",1.36e+11,7.43e+09,-5.241e+09,6.240302749,5.095026372,-6.837996341,7.603363953,14.07860825,7.468560067,10.78445555,9.33988987,33.35974322,1.083858144,50.60213349,49.39786651,9.276807615,9.968081563,9.645993708,10.18585532,9.317062245,8.980956276,6.545139373,3681898,8.13555941,70.53264507,69.63265518,57.68199921,63.30400085,60.54700089,48.37963807,52960884,88.76317314
"WestBankandGaza",10465400000,2.39e+08,-1.4e+09,12.4136354,4.399887973,2.481278563,11.95839068,-2.358855375,17.02531833,25.85304382,5.019530396,75.76269821,2.997037636,49.28398228,50.71601772,11.9530453,12.09067832,9.713976627,9.793994413,7.735778726,7.705253222,2.776560677,57922,2.992740531,55.23804356,55.39454154,9.600999832,46.22399902,28.26600075,19.31641572,970941,24.39049603
"YemenRep",3.27e+10,-5.18e+08,-8.71e+08,-12.7148969,-15.03782629,-58.82702203,-13.24287303,-12.5,-12.50000003,-11.70974002,4.938896424,76.0152113,2.697366577,49.46889984,50.53110016,12.17903296,12.36675336,10.51691718,10.62507538,8.390125555,8.397248414,2.729364083,352607,2.939053199,55.06432281,55.46519262,8.43200016,48.36000061,28.73699951,11.3743282,5450634,12.92660096
"Zambia",2.35e+10,1108500000,1.21e+09,5.564624717,2.49551664,,4.224776892,10.59682652,5.987369586,,5.014626717,91.40481893,2.950426442,50.42610613,49.57389387,10.94639756,11.16975732,9.239623581,9.383851875,7.894951563,7.801173921,2.553019484,207583,2.885838368,50.547776,51.26901789,57.45199966,60.91899872,59.18600082,47.47034835,5788801,86.55688879
"Zimbabwe",1.21e+10,344300000,-6.36e+08,15.44573298,13.03571743,2.842797832,19.66220065,13.84792608,17.52062758,32.87957239,5.421200472,74.79505178,2.109672305,51.3189557,48.6810443,11.20764418,11.75797486,10.58901323,10.76532397,9.322002921,9.526163685,3.008164028,248141,3.36094287,54.5938143,56.33828551,68.15699768,79.45800018,73.75099945,49.0557889,6962532,87.56539342
